,Lan,CUI,P,LUI,PF,SUI,name
3038816,ENG,C0959780,P,L1855333,PF,S2165137,"((2-n-butyl-6,7-dichloro-2-cyclopentyl-2,3-dihydro-1-oxo-1H-inden-5-yl)oxy)acetic acid, sodium salt, (+)-isomer"
3038842,ENG,C0959806,P,L1854965,PF,S2165603,"1,2,3,4-tetrahydro-1-phenylisoquinoline hydrochloride, (-)-isomer"
3038843,ENG,C0959807,P,L1854965,PF,S2165601,"1,2,3,4-tetrahydro-1-phenylisoquinoline hydrochloride, (+)-isomer"
3038924,ENG,C0959893,P,L1764856,PF,S2193539,"eritadenine, (S-(R*,R*))-isomer"
3038977,ENG,C0959939,P,L1859153,PF,S2169724,"4-((3,4-dimethoxyphenyl)methyl)-2-imidazolidinone, (+)-isomer"
3038978,ENG,C0959940,P,L1859153,PF,S2169725,"4-((3,4-dimethoxyphenyl)methyl)-2-imidazolidinone, (+-)-isomer"
3039107,ENG,C0960048,P,L1769687,PF,S2196768,"methsuximide, (+)-isomer"
3039108,ENG,C0960049,P,L1769687,PF,S2196770,"methsuximide, (-)-isomer"
3039131,ENG,C0960070,P,L1742755,PF,S2199354,"prostaglandin A1, (13E,15R)-(+-)-isomer"
3039172,ENG,C0960098,P,L1751480,PF,S2200424,"serricornin, (4R*,6R*,7S*)-(+-)-isomer"
3039209,ENG,C0960126,P,L1758533,PF,S18093882,"Benflumetol, (-)-isomer"
3039227,ENG,C0960145,P,L1746254,PF,S2167858,"2-aminocyclohexanecarboxylic acid, (cis)-isomer"
3039239,ENG,C0960156,P,L1744591,PF,S2171228,"6-cyano-4-(N-ethylsulfonyl-N-methylamino)-3-hydroxy-2,2-dimethylchromane, (trans-(+))-isomer"
3039273,ENG,C0960187,P,L1752644,PF,S2187001,"T 686, (E,Z)-isomer"
3039995,ENG,C0960658,P,L1880502,PF,S2165166,(+)-vellosimine
3040120,ENG,C0960749,P,L0191521,PF,S2168792,"3,5-dimethoxy-4-hydroxybenzoic acid"
3041148,ENG,C0961361,P,L1863791,PF,S2190812,bis-7-O-7' '. 8-O-8' '-zinniol
3041315,ENG,C0961475,P,L0099775,PF,S2170452,4-thiothymidine
3041761,ENG,C0961767,P,L2337151,PF,S19271383,"S protein, Drosophila"
3042560,ENG,C0962298,P,L0064543,PF,S2179866,L-tyrosine-L-glutamic acid copolymer
3043863,ENG,C0963228,P,L0077243,PF,S1240574,Tripeptidase
3045509,ENG,C0964276,P,L1871153,PF,S2165175,(-)-croalbinecine
3046000,ENG,C0964644,P,L1854963,PF,S2166334,1-ferrocenyl-3-(4-nitrophenyl)-2-propen-1-one
3046013,ENG,C0964652,P,L0211730,PF,S2202093,urazole
3047298,ENG,C0965445,P,L1857860,PF,S2165216,(11C)(+)3-MPB
3047405,ENG,C0965523,P,L1869056,PF,S2181481,"N protein, Bunyamwera bunyavirus"
3048139,ENG,C0965965,P,L1854505,PF,S2165173,(-)-HY 038
3048198,ENG,C0966000,P,L1858454,PF,S2166974,"17beta-methyl-17alpha-hydroxy-5alpha-androstano(3,2-c)pyrazole"
3049054,ENG,C0966518,P,L0260224,PF,S2200019,ribonuclease Rs
3049171,ENG,C0966590,P,L0061722,PF,S2196039,leucyl-glycyl-phenylalanine
3049239,ENG,C0966629,P,L1857654,PF,S2199699,"quinagolide hydrochloride, 3alpha,4aalpha,10abeta-(-)-isomer"
3049507,ENG,C0966828,P,L1857746,PF,S2199947,resveratrol (E)-dehydrodimer 11'-O-beta-D-glucopyranoside
3051117,ENG,C0967932,P,L1137088,PF,S2169913,"4-acetoxyscirpene-3,15-diol"
3051865,ENG,C0968379,P,L0050319,PF,S2003986,AS 924
3052619,ENG,C0968858,P,L0618601,PF,S2167779,"2-amino-3-chloro-1,4-naphthoquinone"
3053041,ENG,C0969147,P,L1139411,PF,S2167256,"2,4,5,2',3',4'-hexachlorobiphenyl"
3054435,ENG,C0969775,P,L0305526,PF,S0419577,griseusins
3054444,ENG,C0969781,P,L0052700,PF,S0133977,avermectins
3054543,ENG,C0969874,P,L1769630,PF,S2196226,"lotucaine, (-)-isomer"
3054592,ENG,C0969924,P,L1744212,PF,S2192589,"desethermuscarine, (1alpha,3beta,4alpha)-(+-)-isomer"
3054610,ENG,C0969943,P,L0064992,PF,S12883487,"LIMONENE, (-)-"
3054657,ENG,C0969989,P,L1857844,PF,S2192647,"dezocine hydrobromide, (5alpha,11alpha,13S*)-isomer"
3054667,ENG,C0969999,P,L1876128,PF,S2197877,"olmidine, hydrochloride, (-)-isomer"
3054671,ENG,C0970003,P,L1758538,PF,S2190315,"benoxaprofen, (-)-isomer"
3054684,ENG,C0970016,P,L1748014,PF,S2177798,"GPA 2640, (trans)-isomer"
3054692,ENG,C0970024,P,L1768964,PF,S2195205,"hydroxybenzylpindolol, (+-)-isomer"
3054700,ENG,C0970032,P,L1753557,PF,S2175873,"DH 990, (-)-isomer"
3054741,ENG,C0970068,P,L1740698,PF,S2201367,"tetrafluoroethylene, ion(1-)"
3054791,ENG,C0970112,P,L1769487,PF,S2195613,"isobutaclamol, (-)-isomer"
3054798,ENG,C0970120,P,L1770047,PF,S2201581,"tiprenolol, (-)-isomer"
3054813,ENG,C0970136,P,L1764651,PF,S2195610,"isoborneol, (endo-(+-))-isomer"
3054842,ENG,C0970166,P,L1743801,PF,S18095931,"Norethindrone Acetate, (17alpha)-(+-)-isomer"
3054846,ENG,C0970171,P,L1741578,PF,S2166794,"13-hydroxy-9,11-octadecadienoic acid, (E,Z)-isomer"
3054864,ENG,C0970189,P,L1749746,PF,S2175827,"DD-3305, (+)-isomer"
3054900,ENG,C0970225,P,L1736819,PF,S2165628,"1,2,5,6-dibenzanthracene, ion(1+)"
3054902,ENG,C0970227,P,L1756184,PF,S2189304,"alanyl-alanyl-alanyl-alanine, (D-Ala-L-Ala-L-Ala-L-Ala)-isomer"
3054956,ENG,C0970279,P,L1858200,PF,S2169403,"3-methoxymorphinan hydrochloride, (14alpha)-isomer"
3054960,ENG,C0970283,P,L1876141,PF,S2201024,"sulfonterol hydrochloride, (+)-isomer"
3054973,ENG,C0970296,P,L1743761,PF,S2195108,"homoestradiol, (17abeta)-isomer"
3055012,ENG,C0970335,P,L1748875,PF,S2201006,"sulfinalol acetate, (alphaR*(R*),3(S*))-isomer"
3055029,ENG,C0970349,P,L1743213,PF,S2171579,"8,15-leukotriene B4, (S-(R*,R*-(E,E,E,Z)))-isomer"
3055097,ENG,C0970419,P,L1744344,PF,S2193295,"ecgonine methyl ester, (1R-(2-exo,3-endo))-isomer"
3055107,ENG,C0970429,P,L1876132,PF,S2198737,"picenadol hydrochloride, (trans)-(+-)-isomer"
3055128,ENG,C0970450,P,L1743276,PF,S2179067,"ICI 154129, (R-(R*,S*))-isomer"
3055166,ENG,C0970486,P,L1744628,PF,S2167557,"2-(3-(2'-chlorophenoxy)phenyl)propionic acid, (+)-isomer"
3055181,ENG,C0970499,P,L1744432,PF,S2168367,"2-tert-butyl-7-(2,4-dichlorophenyl)octahydro-2H-quinolizin-2-ol, (-)-isomer"
3055185,ENG,C0970503,P,L1745713,PF,S2167336,"2,4-piperidinedicarboxylic acid, trans-(+-)-isomer"
3055223,ENG,C0970541,P,L1744260,PF,S2192101,"curarine diiodide, (1beta)-(+-)-isomer"
3055229,ENG,C0970547,P,L1757513,PF,S2199295,"prolylarginine, (L-Arg-D-Pro)-isomer"
3055238,ENG,C0970556,P,L1759587,PF,S2190978,"broxaterol, (-)-isomer"
3055282,ENG,C0970587,P,L1745228,PF,S2167216,"2,3-dihydro-5-fluorotryptophan, (R-(R*,S*))-isomer"
3055293,ENG,C0970593,P,L1769943,PF,S2199713,"quinethazone, (+-)-isomer"
3055310,ENG,C0970611,P,L1736500,PF,S2166386,"1-methyl-5-phenyl-2,3,4,4a,5,9b-hexahydro-1H-indeno(1,2-b)pyridine, (-)-isomer"
3055314,ENG,C0970615,P,L1769986,PF,S2199850,"rebamipide, (-)-isomer"
3055319,ENG,C0970620,P,L1769853,PF,S2198155,"paclobutrazol, (R*,S*)-isomer"
3055364,ENG,C0970662,P,L1738117,PF,S2167145,"2,2-dicyclohexyl-5-((dimethylamino)methyl)-1,3-oxathiolane methiodide, (+-)-isomer"
3055385,ENG,C0970683,P,L1742536,PF,S2171074,"6,13-dihydroxyoctadecatrienoic acid, (R-(R*,S*-(E,E,E)))-isomer"
3055388,ENG,C0970686,P,L1737989,PF,S2171427,"7-(3-((hexylthio)methyl)-7-oxabicyclo(2.2.1)hept-2-yl)-5-heptenoic acid, (+-)-isomer"
3055411,ENG,C0970709,P,L1759018,PF,S2190712,"bidisomide, (+)-isomer"
3055427,ENG,C0970725,P,L1753308,PF,S2180090,"LY 88329, cis-(+-)-isomer"
3055471,ENG,C0970768,P,L1751384,PF,S2184733,"R 47243, (-)-isomer"
3055472,ENG,C0970769,P,L1769367,PF,S2181491,"N'-methylnicotinium iodide, (R)-isomer"
3055475,ENG,C0970772,P,L1736899,PF,S2165955,"1-(1-phenyl-2-methylcyclohexyl)piperidine, (+)-isomer"
3055501,ENG,C0970799,P,L1749066,PF,S2169484,"3-quinuclidinyl atrolactate, (S-(R*,R*))-isomer"
3055509,ENG,C0970807,P,L1752645,PF,S2203067,"L 686741, (-)-isomer"
3055538,ENG,C0970829,P,L1749750,PF,S2188475,"WR 33063, (-)-isomer"
3055549,ENG,C0970840,P,L1749528,PF,S2169479,"3-pyridyl pinacidil, (-)-isomer"
3055592,ENG,C0970883,P,L1737866,PF,S2165135,"((2-n-butyl-6,7-dichloro-2-cyclopentyl-2,3-dihydro-1-oxo-1H-inden-5-yl)oxy)acetic acid, (+)-isomer"
3055624,ENG,C0970916,P,L1869580,PF,S2191257,"carbuterol monohydrochloride, (-)-isomer"
3055626,ENG,C0970918,P,L1876762,PF,S2200701,"soterenol monohydrochloride, (+-)-isomer"
3055627,ENG,C0970919,P,L1770026,PF,S2200704,"soterenol, (+-)-isomer"
3055637,ENG,C0970929,P,L1751479,PF,S2200426,"serricornin, (4R*,6S*,7R*)-(+-)-isomer"
3055638,ENG,C0970930,P,L1769950,PF,S2200553,"sitophilure, (R-(R*,S*))-isomer"
3055960,ENG,C0971175,P,L1868002,PF,S2201155,talaromycin B
3056140,ENG,C0971315,P,L1865831,PF,S2165178,(-)adalinine
3056150,ENG,C0971323,P,L1859051,PF,S2181191,Mn(III)Mn(IV)(2-OHsalpn)2
3056666,ENG,C0971668,P,L1857901,PF,S2168063,2-hydroxy-3-methoxyurs-12-en-28-oic acid
3056958,ENG,C0971870,P,L1769878,PF,S2184078,"Permethrin, (trans)-Isomer"
3057180,ENG,C0972011,P,L1764638,PF,S2193841,"fenchol, ((endo)-(+-))-isomer"
3057211,ENG,C0972039,P,L1762207,PF,S2192120,"cyanofenphos oxon, (+)-isomer"
3057212,ENG,C0972040,P,L1740942,PF,S2171396,"7,8,9,10-tetrahydroxytetrahydrobenzo(a)pyrene, (7alpha,8beta,9beta,10alpha)-isomer"
3057221,ENG,C0972049,P,L1741587,PF,S2166645,"11-deoxyprostaglandin E1, (13E,15R)-isomer"
3057238,ENG,C0972066,P,L1769826,PF,S2198532,"phenthoate oxon, (-)-isomer"
3057241,ENG,C0972070,P,L1765085,PF,S2193734,"etryptamine monoacetate, (+)-isomer"
3057280,ENG,C0972104,P,L1750548,PF,S2189528,"alpha-methyl-4-octopamine, (-)-isomer"
3057289,ENG,C0972113,P,L1762270,PF,S2192216,"cyclohexyl methylphosphonofluoridate, (-)-isomer"
3057300,ENG,C0972124,P,L1758879,PF,S2190634,"beta-phellandrene, (-)-isomer"
3057305,ENG,C0972129,P,L1736377,PF,S2171547,"7-phenyl-9,10-dioxo-1-aza-8-oxabicyclo(5.2.1)decane, (+)-isomer"
3057330,ENG,C0972154,P,L1863378,PF,S2174701,"CV 5197, hydrochloride, (-)-isomer"
3057353,ENG,C0972177,P,L1741532,PF,S2190384,"benzo(g)chrysene-11,12-dihydrodiol-13,14-epoxide, (7alpha,8beta,8aalpha,9aalpha), (+-)-isomer"
3057369,ENG,C0972195,P,L1758533,PF,S18093881,"Benflumetol, (+-)-isomer"
3057603,ENG,C0972349,P,L0042519,PF,S2202202,venturicidin
3058502,ENG,C0972820,P,L1193292,PF,S2759939,"Stains, Bacteria"
3059105,ENG,C0973231,P,L0053548,PF,S7247483,bicarbonate ion
3067271,ENG,C0974749,P,L1893556,PF,S2218188,BARIUM SO4 2.1% SUSP
3119641,ENG,C0981229,P,L2295980,PF,S2714893,Undecylenic Acid 0.02 MG/MG / Zinc undecylenate 0.2 MG/MG Topical Powder
3126067,ENG,C0982067,P,L1917295,PF,S2221636,CERESIN
3133285,ENG,C0993614,P,L0268253,PF,S0348689,"1,2-di-O-tetradecyl-3-O-beta-D-galactosyl-sn-glycerol"
3133698,ENG,C0993855,P,L2046627,PF,S14246239,Warming card for use with the non contact wound warming device and non contact wound warming wound cover
3134590,ENG,C0994341,P,L0071285,PF,S0193962,plipastatins
3134871,ENG,C0994452,P,L0041538,PF,S2188097,Ubiquitins
3136026,ENG,C0994996,P,L1125608,PF,S16065732,"(+,-)-1-cyclohexyl-4-(1,2-diphenylethyl)piperazine"
3142915,ENG,C0997351,P,L0036024,PF,S2345633,Saccharomycetes
3145075,ENG,C0998426,P,L0522214,PF,S8977871,darkling beetles
3147413,ENG,C0999406,P,L1198312,PF,S2332622,Philander
3149514,ENG,C1000578,P,L0250289,PF,S2321637,Najas
3152292,ENG,C1001849,P,L2027984,PF,S2331502,Perkinsidae
3162624,ENG,C1006797,P,L2030250,PF,S2335365,Plasmodiophoridae
3164979,ENG,C1008058,P,L2014404,PF,S2314542,Macrostomidae
3166527,ENG,C1008797,P,L2032014,PF,S2338325,Prorodontidae
3167802,ENG,C1009450,P,L1968615,PF,S2274177,Chaetonotidae
3173605,ENG,C1012408,P,L1949533,PF,S2262341,Astrorhizidae
3175408,ENG,C1013350,P,L15397262,PF,S18996660,Trigoniidae
3182096,ENG,C1016657,P,L2031253,PF,S2337036,Polyxenidae
3186928,ENG,C1018883,P,L2006654,PF,S2307109,Isocrinidae
3187152,ENG,C1019003,P,L1959702,PF,S2268101,Branchiobdellidae
3188663,ENG,C1019765,P,L2040190,PF,S2354865,Stylophorum
3193683,ENG,C1022283,P,L1996654,PF,S2296778,Gigantorhynchidae
3194376,ENG,C1022707,P,L0601286,PF,S2338929,Pseudechis papuanus
3197324,ENG,C1024458,P,L1948114,PF,S2261328,Arthropterus
3205130,ENG,C1028499,P,L5274313,PF,S6026544,Canellales
3208072,ENG,C1030167,P,L2039449,PF,S2351975,Spyridium
3208371,ENG,C1030326,P,L1970657,PF,S2275943,Chromadoridae
3209304,ENG,C1030796,P,L1982623,PF,S2285512,Desmodoridae
3212913,ENG,C1032784,P,L2038790,PF,S2364949,Wolbachia sp. wFu
3217907,ENG,C1035466,P,L2033090,PF,S2340974,Pterospermum
3222072,ENG,C1037580,P,L1997275,PF,S2297194,Glomeridae
3228050,ENG,C1040961,P,L2024313,PF,S2326439,Opilioacaridae
3236567,ENG,C1046035,P,L1990436,PF,S2292493,Euplotidae
3240796,ENG,C1048541,P,L1937302,PF,S2254345,Adinetidae
3242884,ENG,C1049834,P,L0884612,PF,S2348020,Scutia
3247641,ENG,C1052845,P,L2009888,PF,S2309932,Lasiommata
3249254,ENG,C1053731,P,L2037960,PF,S2349779,Siphonini
3251123,ENG,C1054821,P,L1989431,PF,S2291361,Eristalinus
3251213,ENG,C1054887,P,L1977501,PF,S2281354,Craniida
3252629,ENG,C1055821,P,L2013058,PF,S2313239,Lophogastridae
3253942,ENG,C1056686,P,L2039311,PF,S2351647,Spirostreptidae
3253950,ENG,C1056693,P,L2031254,PF,S2337041,Polyzoniidae
3255924,ENG,C1057757,P,L2018797,PF,S2319571,Monhysteridae
3256161,ENG,C1057928,P,L2010813,PF,S2310814,Lepidopleuridae
3256679,ENG,C1058224,P,L1934585,PF,S2366276,abyssal strain AIII3
3258383,ENG,C1059198,P,L2025275,PF,S2327806,Oxyops
3259176,ENG,C1059670,P,L1991769,PF,S2293459,Faviina
3264962,ENG,C1062985,P,L0556773,PF,S2334497,Piper darienense
3267302,ENG,C1064675,P,L2024270,PF,S2326352,Ophiurinae
3268247,ENG,C1065294,P,L1972073,PF,S2284553,Dechloromonas sp. CL24+
3270490,ENG,C1066589,P,L2611080,PF,S3063119,Stemonitidae
3272305,ENG,C1067936,P,L0249046,PF,S2332466,Phasis
3272458,ENG,C1068013,P,L2041314,PF,S2357913,Thalassocalycidae
3275908,ENG,C1070021,P,L0035946,PF,S2345266,Rumina
3277450,ENG,C1070927,P,L1941352,PF,S2297246,Glomus sp. Be
3281549,ENG,C1073553,P,L1933812,PF,S2256327,Alpheus floridanus A'
3281550,ENG,C1073554,P,L1933814,PF,S2256340,Alpheus normanni A'
3288338,ENG,C1077943,P,L0883818,PF,S2343948,Rhodophyllis
3289765,ENG,C1078982,P,L1958866,PF,S2267310,Bothrioplanida
3292782,ENG,C1080894,P,L0068547,PF,S2322996,Nepenthes
3294151,ENG,C1081632,P,L2039286,PF,S2351510,Spirobolida
3294376,ENG,C1081782,P,L1994971,PF,S2295334,Gadilida
3294461,ENG,C1081839,P,L2034536,PF,S2342945,Rhabdopleurida
3294726,ENG,C1082012,P,L2036985,PF,S2347803,Scolops
3298852,ENG,C1084366,P,L1825523,PF,S2340764,Pteria
3298945,ENG,C1084428,P,L2031045,PF,S2336651,Polydesmidae
3299793,ENG,C1084994,P,L2035571,PF,S2345031,Rotaliidae
3301585,ENG,C1086052,P,L1935132,PF,S10718735,Acerentomata
3302422,ENG,C1086573,P,L1938521,PF,S2255078,Agelasidae
3302781,ENG,C1086831,P,L1960833,PF,S2268630,Bryometopida
3305195,ENG,C1088361,P,L1960302,PF,S2268392,Brisingida
3306547,ENG,C1089267,P,L1982044,PF,S2285032,Dendrogastrida
3306783,ENG,C1089443,P,L1963114,PF,S2269962,Callipodida
3306786,ENG,C1089446,P,L2039096,PF,S2350957,Sphaerotheriida
3307131,ENG,C1089662,P,L1982955,PF,S2376283,slope strain DI4*
3308499,ENG,C1090591,P,L2024181,PF,S2326175,Ophiodermatinae
3309640,ENG,C1091407,P,L2033565,PF,S2341473,Pyrgina
3310996,ENG,C1092329,P,L2016156,PF,S2316085,Megascelus
3311326,ENG,C1092559,P,L0056330,PF,S2280320,Cordierites
3312266,ENG,C1093186,P,L1967563,PF,S2273335,Cephalodiscida
3312288,ENG,C1093198,P,L2020851,PF,S2322012,Nautilidae
3312432,ENG,C1093291,P,L2040980,PF,S2357190,Temnocephalidae
3312847,ENG,C1093526,P,L1972097,PF,S2277027,Cladia
3313438,ENG,C1093893,P,L2041373,PF,S2358058,Thecideidae
3314750,ENG,C1094693,P,L1974962,PF,S14820182,Comatulidae
3315512,ENG,C1095206,P,L2024174,PF,S2326166,Ophiocominae
3316376,ENG,C1095777,P,L0558316,PF,S2284742,Delphinia
3317086,ENG,C1096014,P,L1374384,PF,S2567246,Cardiac imaging procedure
3317584,ENG,C1096253,P,L1374386,PF,S2567249,Cardiac infection
3318530,ENG,C1096758,P,L1135360,PF,S1362474,"11,9-epoxycarbonylprostaglandin H1"
3318533,ENG,C1096759,P,L1135362,PF,S1362478,"11,9-epoxymethanoprostaglandin H1"
3318636,ENG,C1096793,P,L0078864,PF,S0103685,"1,4-benzoquinone"
3318669,ENG,C1096814,P,L0054709,PF,S0141228,carbon-sulfur lyase
3318703,ENG,C1096845,P,L0316944,PF,S0413764,XOR1S receptor
3318758,ENG,C1096889,P,L2235189,PF,S2576084,"dicarbine dihydrochloride, (cis)-(+)-isomer"
3322352,ENG,C1099118,P,L2230492,PF,S2570134,2-amino-1-hydroxypropane phosphonic acid
3323710,ENG,C1099915,P,L9590723,PF,S12048799,HLA-A*03:01 antigen
3323881,ENG,C1100024,P,L0463841,PF,S2576759,interleukin-17E
3324644,ENG,C1100542,P,L2233863,PF,S2569399,(+)-allo-quercitol
3324646,ENG,C1100544,P,L2238300,PF,S2569405,(+)-talo-quercitol
3324648,ENG,C1100546,P,L2237215,PF,S2569414,(-)-horsfiline
3324649,ENG,C1100547,P,L2237215,PF,S2569401,(+)-horsfiline
3324845,ENG,C1100650,P,L2505535,PF,S2959333,"AbiU protein, Lactococcus lactis"
3326102,ENG,C1101509,P,L0268346,PF,S2570178,"2-methoxy-1,4-benzoquinone"
3326682,ENG,C1110562,P,L2230133,PF,S2569409,(+-)-1-(4-methyl-5-thiazolyl)-1-phenylmethylamine
3326684,ENG,C1110575,P,L2229976,PF,S2569408,"(+-)-1,3,5-trimethyl-6-((3-(4-((2,3-dihydro-2-hydroxymethyl)-1,4-benzodioxin-5-yl)-1-piperazinyl)propyl)amino)-2,4(1H,3H)-pirymidinedione"
3327487,ENG,C1112500,P,L2261308,PF,S2605806,Skin tenting
3329488,ENG,C1114005,P,L0695249,PF,S7344922,Amphetamine:MCnc:Pt:Ser/Plas:Qn
3331357,ENG,C1114472,P,L13702041,PF,S16738323,Views for shunt:Find:Pt:XXX:Doc:RF
3336584,ENG,C1120022,P,L2285763,PF,S2634712,"2-(1-pyrrolidinyl)cyclohexyl 4-pentyloxyphenylcarbamate, (trans)-isomer"
3336883,ENG,C1120226,P,L1130046,PF,S2634543,1-amino-2-naphthol-4-sulfonic acid
3337072,ENG,C1120345,P,L1132884,PF,S2638290,des-arg(1) bradykinin
3337112,ENG,C1120374,P,L2286548,PF,S2637992,"beta-(thieno(2,3-b)pyrrolyl)alanine"
3337114,ENG,C1120375,P,L2286547,PF,S2636487,"L-beta-(thieno(2,3-b)pyrrolyl)alanine"
3337550,ENG,C1120674,P,L1947200,PF,S2637947,argion
3338129,ENG,C1121028,P,L2510069,PF,S2960435,"CpeR protein, Fremyella diplosiphon"
3338478,ENG,C1121242,P,L2287282,PF,S2636784,"N-benzyl-5-oxo-6E,8E-octadecadienamide"
3339141,ENG,C1121647,P,L2288911,PF,S2638201,crenulatine
3341022,ENG,C1122718,P,L2285751,PF,S2635283,"7-benzoyloxy-6-oxo-2,4E-heptadiene-1,4-olide"
3341731,ENG,C1123050,P,L1761161,PF,S2576090,"dicarbine, (cis)-(+)-isomer"
3343174,ENG,C1125968,P,L1775811,PF,S2696498,exemestane 25 MG
3345644,ENG,C1130432,P,L0065391,PF,S0174933,lysophosphatidylinositols
3345650,ENG,C1130435,P,L0097134,PF,S0114243,"3 alpha,7 alpha-dihydroxy-7 beta-methyl-5 beta-cholanoic acid"
3345659,ENG,C1130439,P,L0048366,PF,S0119790,"4-hydroxymethyl-3,3,4-trimethyl-1,2-dioxetane"
3345699,ENG,C1130458,P,L0072882,PF,S0198572,quinomycins
3345702,ENG,C1130460,P,L0071005,PF,S0193231,phytoalexin
3345703,ENG,C1130462,P,L0059074,PF,S7828118,Emerimicin
3345708,ENG,C1130471,P,L0073695,PF,S0727324,Rubratoxin
3345744,ENG,C1130488,P,L1854927,PF,S2570001,"2,5-dihydroxy-3-(1-methylindol-3-yl)-6-phenyl-1,4-benzoquinone"
3345761,ENG,C1130505,P,L1769685,PF,S2181108,"Methoxyhydroxyphenylglycol, (+)-Isomer"
3350099,ENG,C1135494,P,L2295334,PF,S2697936,Insertion of non-drug-eluting coronary artery stent
3350111,ENG,C1135506,P,L2295336,PF,S2697917,Insertion of drug-eluting coronary artery stent
3350230,ENG,C1135606,P,L0123692,PF,S0156593,ethanolamine plasmalogen
3350429,ENG,C1135699,P,L1129708,PF,S1356289,"1,3-dichloro-2-propanol dehalogenase"
3350456,ENG,C1135713,P,L1761201,PF,S2184077,"Permethrin, (cis-(+-))-Isomer"
3350484,ENG,C1135736,P,L1758698,PF,S2173795,"Bepridil, (+-)-Isomer"
3350485,ENG,C1135737,P,L1751543,PF,S2184287,"Podophyllotoxin, (5R-(5 alpha,5a alpha,8a beta,9 alpha))-Isomer"
3350489,ENG,C1135741,P,L1743688,PF,S2177001,"Estradiol, (8 alpha,17 beta)-(+-)-Isomer"
3350490,ENG,C1135742,P,L1764944,PF,S2176997,"Estradiol, (+-)-Isomer"
3350491,ENG,C1135743,P,L1753283,PF,S2173734,"Bay-K-8644, (-)-Isomer"
3350492,ENG,C1135744,P,L1753283,PF,S2173732,"Bay-K-8644, (+)-Isomer"
3351708,ENG,C1135986,P,L1773085,PF,S2725466,Vesicular Transport Proteins
3352254,ENG,C1136104,P,L0028762,PF,S0068081,Obligations of Society
3352353,ENG,C1136129,P,L0064993,PF,S2721182,Limonins
3352517,ENG,C1136162,P,L2306784,PF,S2724254,Simaroubolides
3352659,ENG,C1136192,P,L2306844,PF,S2725022,Tetrahydrofurans
3352811,ENG,C1136215,P,L2306830,PF,S2724934,Tankyrases
3353982,ENG,C1136549,P,L2300941,PF,S2715347,(-)-allomuscarine
3353984,ENG,C1136551,P,L2304220,PF,S2715339,(+)-epimuscarine
3355398,ENG,C1137386,P,L2306766,PF,S2715341,(+)-sedamine
3355400,ENG,C1137388,P,L2306488,PF,S2715349,(-)-prosophylline
3355707,ENG,C1137540,P,L2300215,PF,S2715346,(-)-8-demethylmaritidine
3356013,ENG,C1137706,P,L2301360,PF,S5809396,"FASS protein, Arabidopsis"
3356491,ENG,C1137955,P,L2301352,PF,S2718919,"ERS protein, Arabidopsis"
3356662,ENG,C1138051,P,L2300445,PF,S2716356,"A277574, (+) Syn"
3357291,ENG,C1138374,P,L0088481,PF,S0106314,1-UFT
3357292,ENG,C1138375,P,L0399337,PF,S0494363,LSA2-L2
3357904,ENG,C1138596,P,L2300444,PF,S2716357,"A277574, (-) Anti"
3359777,ENG,C1139727,P,L0014416,PF,S2758207,"Monitors, Environmental"
3359844,ENG,C1139767,P,L0085426,PF,S4020888,"Needles, Biopsy, Breast"
3359846,ENG,C1139768,P,L0237285,PF,S4020887,"Needles, Biopsy, Brain"
3360039,ENG,C1139880,P,L0026429,PF,S14109625,"Monitors, Physiologic"
3361313,ENG,C1140714,P,L0467138,PF,S0595318,BEC 2 protocol
3361351,ENG,C1141000,P,L1224234,PF,S0735886,Sled
3363254,ENG,C1142666,P,L0024249,PF,S0058760,Lymphochin
3363285,ENG,C1142675,P,L0039073,PF,S0090164,Syncumar
3364568,ENG,C1143289,P,L2332904,PF,S2763908,"2-5'-(-1''',1'''-dimethylallyl)-8-(3'',3''-dimethylallyl)-2',4',5,7-tetrahydroxyflavanone"
3366990,ENG,C1144410,P,L2337427,PF,S2769551,methyl (S)-flavogallonate
3367152,ENG,C1144483,P,L0039073,PF,S0086024,Sinkumar
3367157,ENG,C1144489,P,L0560985,PF,S2763701,(+)-dinapsoline
3367222,ENG,C1144544,P,L2335686,PF,S2769318,"high sulfur protein B2E protein, rat"
3367761,ENG,C1144713,P,L0735169,PF,S2771364,"Blood count; platelet, automated"
3369246,ENG,C1145665,P,L0819967,PF,S14246039,Unclassified drugs
3370273,ENG,C1146618,P,L0034208,PF,S0078929,Pyocin
3370374,ENG,C1146730,P,L10966030,PF,S13642259,Creatinine/Urea nitrogen:MRto:Pt:Ser/Plas:Qn
3370698,ENG,C1146811,P,L2398578,PF,S7409526,Cells.CD20+CD25-/100 cells:NFr:Pt:Bld:Qn
3370702,ENG,C1146812,P,L2413431,PF,S7409529,Cells.CD20+CD25-:NCnc:Pt:Bld:Qn
3370706,ENG,C1146813,P,L1722217,PF,S8040269,Cells.CD11c-CD20+/100 cells:NFr:Pt:Bld:Qn
3374271,ENG,C1147704,P,L6421049,PF,S7445978,Homocysteine:SCnc:Pt:Urine:Qn
3375869,ENG,C1148106,P,L1486534,PF,S7357643,Physical findings:Finding:Point in time:Breast:Nominal:Observed
3375901,ENG,C1148114,P,L1492926,PF,S7357683,Physical findings:Finding:Point in time:Extremity:Nominal:Observed
